entity	entities
overfeeding	overfeedings
TPN	TPNs
hyperalimentation	hyperalimentations
fueling	fuelings
refueling	refuelings
healthcare	healthcares
issue	issues
issuing	issuings
issuance	issuances
logistics	logisticss
purveyance	purveyances
stocking	stockings
subvention	subventions
demand	demands
exaction	exactions
claim	claims
inactivity	inactivities
pause	pauses
respite	respites
recess	recesses
hesitation	hesitations
falter	falters
faltering	falterings
intermission	intermissions
halt	halts
wait	waits
waiting	waitings
rest	rests
ease	eases
repose	reposes
bedrest	bedrests
lie-in	lies-in
quiescence	quiescences
quiescency	quiescencies
dormancy	dormancies
vegetation	vegetations
leisure	leisures
idleness	idlenesses
idling	idlings
loafing	loafings
vacationing	vacationings
caravanning	caravannings
delay	delays
demurrage	demurrages
forbearance	forbearances
postponement	postponements
deferment	deferments
deferral	deferrals
prorogation	prorogations
procrastination	procrastinations
cunctation	cunctations
shillyshally	shillyshallies
slowdown	slowdowns
lag	lags
retardation	retardations
dawdling	dawdlings
trifling	triflings
filibuster	filibusters
interjection	interjections
interpolation	interpolations
interpellation	interpellations
tarriance	tarriances
lingering	lingerings
abruption	abruptions
heckling	hecklings
barracking	barrackings
abstinence	abstinences
asceticism	asceticisms
ascesis	asceses
chastity	chastities
celibacy	celibacies
mortification	mortifications
self-discipline	self-disciplines
self-control	self-controls
sobriety	sobrieties
teetotaling	teetotalings
teetotalism	teetotalisms
fast	fasts
fasting	fastings
diet	diets
dieting	dietings
price-fixing	price-fixings
suppression	suppressions
tolerance	tolerances
lenience	leniences
leniency	leniencies
clemency	clemencies
mercifulness	mercifulnesses
mercy	mercies
luxuriation	luxuriations
enjoyment	enjoyments
delectation	delectations
lamentation	lamentations
mourning	mournings
laughter	laughters
satisfaction	satisfactions
gratification	gratifications
satiation	satiations
self-gratification	self-gratifications
indulging	indulgings
pampering	pamperings
humoring	humorings
pleasing	pleasings
overindulgence	overindulgences
excess	excesses
splurge	splurges
hindrance	hindrances
hinderance	hinderances
antagonism	antagonisms
blockage	blockages
occlusion	occlusions
siege	sieges
besieging	besiegings
beleaguering	beleaguerings
stall	stalls
stalling	stallings
stonewalling	stonewallings
stoppage	stoppages
complication	complications
deterrence	deterrences
discouragement	discouragements
countermine	countermines
prevention	preventions
bar	bars
debarment	debarments
disqualification	disqualifications
nonproliferation	nonproliferations
non-proliferation	non-proliferations
obviation	obviations
forestalling	forestallings
preclusion	preclusions
prophylaxis	prophylaxes
save	saves
crushing	crushings
quelling	quellings
stifling	stiflings
recusal	recusals
confederation	confederations
alliance	alliances
association	associations
fraternization	fraternizations
fraternisation	fraternisations
affiliation	affiliations
reaffiliation	reaffiliations
mingling	minglings
decolonization	decolonizations
decolonisation	decolonisations
disbandment	disbandments
disestablishment	disestablishments
distribution	distributions
redistribution	redistributions
dispensation	dispensations
allotment	allotments
apportionment	apportionments
apportioning	apportionings
parceling	parcelings
parcelling	parcellings
assignation	assignations
reallotment	reallotments
reapportionment	reapportionments
reallocation	reallocations
deal	deals
rationing	rationings
parcel	parcels
portion	portions
misdeal	misdeals
sharing	sharings
share-out	shares-out
generosity	generosities
unselfishness	unselfishnesses
gift	gifts
bestowal	bestowals
bestowment	bestowments
conferral	conferrals
conferment	conferments
accordance	accordances
endowment	endowments
welfare	welfares
dole	doles
pogy	pogies
pogey	pogeys
Medicare	Medicares
Medicaid	Medicaids
philanthropy	philanthropies
charity	charities
donation	donations
alms	almss
alms-giving	alms-givings
almsgiving	almsgivings
handout	handouts
commerce	commerces
commercialism	commercialisms
mercantilism	mercantilisms
NAFTA	NAFTAs
e-commerce	e-commerces
lending	lendings
loaning	loanings
usury	usuries
arbitrage	arbitrages
IPO	IPOs
patronage	patronages
field	fields
market	markets
marketplace	marketplaces
finance	finances
financing	financings
funding	fundings
investing	investings
leverage	leverages
leveraging	leveragings
flotation	flotations
floatation	floatations
banking	bankings
cooperative	cooperatives
co-op	co-ops
advertising	advertisings
publicizing	publicizings
circularization	circularizations
circularisation	circularisations
publication	publications
publishing	publishings
republication	republications
republishing	republishings
serialization	serializations
serialisation	serialisations
typography	typographies
printing	printings
gravure	gravures
photogravure	photogravures
rotogravure	rotogravures
packaging	packagings
meatpacking	meatpackings
catering	caterings
agribusiness	agribusinesses
jerry-building	jerry-buildings
slating	slatings
shipping	shippings
hauling	haulings
trucking	truckings
truckage	truckages
cartage	cartages
carting	cartings
freight	freights
freightage	freightages
express	expresses
expressage	expressages
ferry	ferries
ferrying	ferryings
transaction	transactions
dealing	dealings
affairs	affairss
operations	operationss
conveyancing	conveyancings
conveying	conveyings
quitclaim	quitclaims
bailment	bailments
lend-lease	lend-leases
lease-lend	lease-lends
secularization	secularizations
secularisation	secularisations
barter	barters
swap	swaps
swop	swops
downtick	downticks
uptick	upticks
pawn	pawns
rental	rentals
renting	rentings
importing	importings
importation	importations
exporting	exportings
exportation	exportations
smuggling	smugglings
gunrunning	gunrunnings
selling	sellings
merchandising	merchandisings
channel	channels
narcotraffic	narcotraffics
simony	simonies
retail	retails
wholesale	wholesales
sale	sales
divestiture	divestitures
sell	sells
syndication	syndications
dumping	dumpings
retailing	retailings
telemarketing	telemarketings
teleselling	telesellings
telecommerce	telecommerces
telemetry	telemetries
thermometry	thermometries
thermogravimetry	thermogravimetries
tonometry	tonometries
vending	vendings
peddling	peddlings
hawking	hawkings
vendition	venditions
viscometry	viscometries
viscosimetry	viscosimetries
resale	resales
bazaar	bazaars
bookfair	bookfairs
closeout	closeouts
selloff	selloffs
upholstery	upholsteries
payment	payments
defrayal	defrayals
defrayment	defrayments
nonpayment	nonpayments
amortization	amortizations
amortisation	amortisations
overpayment	overpayments
prepayment	prepayments
refund	refunds
repayment	repayments
remuneration	remunerations
spending	spendings
disbursement	disbursements
disbursal	disbursals
outlay	outlays
underpayment	underpayments
expending	expendings
migration	migrations
stampede	stampedes
sanction	sanctions
government	governments
governing	governings
governance	governances
misgovernment	misgovernments
misrule	misrules
legislation	legislations
legislating	legislatings
lawmaking	lawmakings
criminalization	criminalizations
criminalisation	criminalisations
decriminalization	decriminalizations
decriminalisation	decriminalisations
winemaking	winemakings
viticulture	viticultures
viniculture	vinicultures
enforcement	enforcements
imposition	impositions
vigilantism	vigilantisms
domination	dominations
bossism	bossisms
mastery	masteries
subordination	subordinations
monopolization	monopolizations
monopolisation	monopolisations
socialization	socializations
socialisation	socialisations
acculturation	acculturations
enculturation	enculturations
fostering	fosterings
fosterage	fosterages
nurture	nurtures
raising	raisings
rearing	rearings
upbringing	upbringings
responsibility	responsibilities
obligation	obligations
imperative	imperatives
providence	providences
obedience	obediences
respect	respects
management	managements
conducting	conductings
homemaking	homemakings
mismanagement	mismanagements
screwup	screwups
bioremediation	bioremediations
supervision	supervisions
supervising	supervisings
superintendence	superintendences
invigilation	invigilations
administrivia	administrivias
polity	polities
nonprofit	nonprofits
not-for-profit	nots-for-profit
reorganisation	reorganisations
shake-up	shake-ups
shakeup	shakeups
self-organization	self-organizations
self-organisation	self-organisations
authorization	authorizations
authorisation	authorisations
empowerment	empowerments
license	licenses
permission	permissions
permit	permits
name	names
enfranchisement	enfranchisements
disenfranchisement	disenfranchisements
accreditation	accreditations
commissioning	commissionings
mandate	mandates
delegating	delegatings
delegation	delegations
relegating	relegatings
deputation	deputations
devolution	devolutions
devolvement	devolvements
clearance	clearances
allowance	allowances
toleration	tolerations
channelization	channelizations
channelisation	channelisations
canalization	canalizations
canalisation	canalisations
readying	readyings
deployment	deployments
groundwork	groundworks
redeployment	redeployments
redisposition	redispositions
makeready	makereadies
priming	primings
scheduling	schedulings
turnround	turnrounds
warm-up	warm-ups
prolusion	prolusions
putsch	putsches
countercoup	countercoups
restraint	restraints
leash	leashes
damper	dampers
bridle	bridles
curb	curbs
immobilization	immobilizations
immobilisation	immobilisations
immobilizing	immobilizings
confinement	confinements
imprisonment	imprisonments
lockdown	lockdowns
containment	containments
crackdown	crackdowns
regimentation	regimentations
reimposition	reimpositions
declassification	declassifications
stipulation	stipulations
specification	specifications
circumscription	circumscriptions
constraint	constraints
constriction	constrictions
vasoconstriction	vasoconstrictions
privation	privations
deprivation	deprivations
pauperization	pauperizations
pauperisation	pauperisations
impoverishment	impoverishments
starvation	starvations
starving	starvings
appeasement	appeasements
calming	calmings
mollification	mollifications
placation	placations
conciliation	conciliations
internationalization	internationalizations
internationalisation	internationalisations
nationalization	nationalizations
nationalisation	nationalisations
communization	communizations
communisation	communisations
denationalization	denationalizations
denationalisation	denationalisations
privatization	privatizations
privatisation	privatisations
collectivization	collectivizations
collectivisation	collectivisations
federation	federations
discrimination	discriminations
favoritism	favoritisms
favouritism	favouritisms
nomenklatura	nomenklaturas
ableism	ableisms
ablism	ablisms
able-bodiedism	able-bodiedisms
able-bodism	able-bodisms
ageism	ageisms
agism	agisms
cronyism	cronyisms
fattism	fattisms
fatism	fatisms
heterosexism	heterosexisms
nepotism	nepotisms
racism	racisms
racialism	racialisms
rollover	rollovers
sexism	sexisms
chauvinism	chauvinisms
antifeminism	antifeminisms
mobilization	mobilizations
mobilisation	mobilisations
militarization	militarizations
militarisation	militarisations
arming	armings
armament	armaments
equipping	equippings
outfitting	outfittings
refit	refits
rearmament	rearmaments
disarming	disarmings
disarmament	disarmaments
conscription	conscriptions
muster	musters
levy	levies
demobilization	demobilizations
demobilisation	demobilisations
remilitarization	remilitarizations
remilitarisation	remilitarisations
normalization	normalizations
normalisation	normalisations
stabilization	stabilizations
stabilisation	stabilisations
destabilization	destabilizations
destabilisation	destabilisations
stylization	stylizations
stylisation	stylisations
conventionalization	conventionalizations
conventionalisation	conventionalisations
taxation	taxations
punishment	punishments
penalty	penalties
penalization	penalizations
penalisation	penalisations
beating	beatings
thrashing	thrashings
licking	lickings
drubbing	drubbings
lacing	lacings
trouncing	trouncings
whacking	whackings
castigation	castigations
chastisement	chastisements
detention	detentions
self-flagellation	self-flagellations
self-punishment	self-punishments
spanking	spankings
stick	sticks
whipping	whippings
flogging	floggings
lashing	lashings
flagellation	flagellations
horsewhipping	horsewhippings
executing	executings
gauntlet	gauntlets
gantlet	gantlets
stoning	stonings
lapidation	lapidations
auto-da-fe	auto-da-fes
self-mortification	self-mortifications
self-abasement	self-abasements
commitment	commitments
re-sentencing	re-sentencings
corrections	correctionss
tradeoff	tradeoffs
trade-off	trades-off
submission	submissions
compliance	compliances
obeisance	obeisances
truckling	trucklings
strife	strifes
tug-of-war	tugs-of-war
countercurrent	countercurrents
crosscurrent	crosscurrents
competition	competitions
contention	contentions
rivalry	rivalries
contest	contests
nonresistance	nonresistances
discord	discords
discordance	discordances
defiance	defiances
dispute	disputes
contravention	contraventions
fighting	fightings
scrap	scraps
fencing	fencings
set-to	sets-to
hassle	hassles
tussle	tussles
rough-and-tumble	rough-and-tumbles
aggro	aggroes
counterblow	counterblows
fistfight	fistfights
slugfest	slugfests
